7.375156,0
7.839,0
8.319421,0
8.717123,0
9.214022,0
9.677888,0
10.00954,0
10.50624,0
11.00322,0
11.33455,0
11.94752,0
12.41139,0
12.84212,0
13.40592,0
13.85327,0
14.25082,0
14.81446,0
15.34422,0
15.72525,0
16.23882,0
16.71925,0
17.10029,0
17.59745,0
18.12783,0
18.49208,0
18.85635,0
19.22111,0
19.55218,0
19.90059,0
20.26484,0
20.57928,0
20.96083,0
21.32479,0
21.65612,0
21.98806,0
22.33535,0
22.69989,0
23.06436,0
23.42883,0
23.74359,0
24.12463,0
24.45596,0
24.78729,0
25.15176,0
25.49966,0
25.84833,0
26.17906,0
26.54336,0
26.89126,0
27.30543,0
27.60363,0
27.98484,0
28.29943,0
28.64791,0
28.99523,0
29.34313,0
29.69103,0
30.00579,0
30.37026,0
30.76786,0
31.0992,0
31.43053,0
31.81161,0
32.12634,0
32.50736,0
32.8387,0
33.2206,0
33.5345,0
33.8824,0
34.23033,0
34.57819,0
34.97585,0
35.32411,0
35.65535,0
35.6716,0
36.02011,0
36.35083,0
36.69957,0
37.04663,0
37.39458,0
37.74283,0
38.07376,0
38.4218,0
38.78613,0
39.1506,0
39.49856,0
39.83031,0
40.19429,0
40.57587,0
40.87405,0
41.25456,0
41.58604,0
42.26513,0
42.59678,0
42.96104,0
43.67329,0
44.03776,0
44.36909,0
45.09803,0
45.41279,0
45.7445,0
46.49009,0
46.80439,0
47.16886,0
47.88123,0
48.17943,0
48.54398,0
49.28939,0
49.62078,0
49.9852,0
50.70004,0
50.99823,0
51.32955,0
52.09201,0
52.42295,0
52.80411,0
53.13632,0
53.48829,0
53.82294,0
54.17356,0
54.50982,0
54.84201,0
55.19826,0
55.53505,0
55.90323,0
56.27212,0
56.60976,0
56.92775,0
57.29477,0
57.67831,0
58.04458,0
58.39395,0
58.75004,0
59.08638,0
59.45145,0
59.79355,0
60.1115,0
60.4623,0
60.81298,0
61.18207,0
61.48247,0
61.83316,0
62.13522,0
62.50208,0
62.90135,0
63.25319,0
63.60249,0
64.00278,0
64.32078,0
64.638,0
65.02152,0
65.34099,0
65.52863,0
65.71253,0
66.04823,0
66.39639,0
66.76411,0
67.08485,0
67.45251,0
67.80779,0
68.145,0
68.31363,0
68.51315,0
68.88202,0
69.21662,0
69.55025,0
69.90159,0
70.2695,0
70.61776,0
70.93697,0
71.09095,0
71.29183,0
71.65717,0
71.99145,0
72.34455,0
72.67886,0
73.06464,0
73.43202,0
73.73248,0
73.90383,0
74.10574,0
74.42394,0
74.79072,0
75.14452,0
75.49523,0
75.84745,0
76.21574,0
76.55238,0
76.70623,0
76.89426,0
77.24597,0
77.59842,0
77.9669,0
78.30422,0
78.62444,0
79.01074,0
79.36897,0
79.52771,0
79.69661,0
80.08304,0
80.38468,0
80.7521,0
81.12022,0
81.45427,0
81.80751,0
82.13245,0
82.28607,0
82.47031,0
82.83626,0
83.15669,0
83.55898,0
83.86237,0
84.23395,0
84.5862,0
84.95319,0
85.10726,0
85.27853,0
85.62978,0
85.96578,0
86.335,0
86.69171,0
87.04585,0
87.41322,0
87.76164,0
87.93301,0
88.11874,0
88.45426,0
88.80384,0
88.8382,0
89.14345,0
89.46398,0
89.85347,0
90.1926,0
90.54497,0
90.69791,0
90.86664,0
91.201,0
91.55434,0
91.9431,0
92.27834,0
92.62858,0
92.96442,0
93.33109,0
93.48335,0
93.66782,0
94.03931,0
94.3402,0
94.7073,0
95.02592,0
95.39811,0
95.74926,0
96.10376,0
96.26357,0
96.44738,0
96.76659,0
97.15287,0
97.5372,0
98.20763,0
98.54549,0
98.93378,0
99.63425,0
99.93839,0
100.3223,0
100.9885,0
101.3747,0
101.6767,0
102.4482,0
102.7679,0
103.1381,0
103.8577,0
104.1609,0
104.5297,0
105.2428,0
105.5286,0
105.8799,0
106.6147,0
106.9514,0
107.2441,0
108.0143,0
108.3669,0
108.7191,0
108.8738,0
109.0587,0
109.4101,0
109.7644,0
110.1165,0
110.2858,0
110.4541,0
110.8071,0
111.1619,0
111.5327,0
111.6602,0
111.847,0
112.2312,0
112.565,0
112.9236,0
113.0605,0
113.2315,0
113.5982,0
113.9684,0
114.3051,0
114.4584,0
114.6446,0
115.0153,0
115.3864,0
115.7546,0
115.8999,0
116.0681,0
116.4213,0
116.7749,0
117.1294,0
117.2674,0
117.438,0
117.8722,0
118.147,0
118.5158,0
118.672,0
118.8603,0
119.1938,0
119.5476,0
119.9339,0
120.0619,0
120.2446,0
120.6104,0
121.0007,0
121.3204,0
121.4745,0
121.6611,0
121.9988,0
122.3856,0
122.7369,0
122.8769,0
123.0713,0
123.4543,0
123.8071,0
124.1281,0
124.2865,0
124.4571,0
124.8094,0
125.1923,0
125.511,0
125.6819,0
125.8569,0
126.2403,0
126.6094,0
126.9344,0
127.077,0
127.2482,0
127.6283,0
127.9514,0
128.3394,0
128.4684,0
128.6406,0
129.0039,0
129.3756,0
129.7284,0
129.8847,0
130.0561,0
130.3946,0
130.7851,0
131.1393,0
131.2805,0
131.4871,0
131.8243,0
132.1473,0
132.5018,0
132.6269,0
132.8539,0
133.2053,0
133.5777,0
133.9148,0
134.0709,0
134.2576,0
134.6282,0
134.959,0
135.3344,0
135.4719,0
135.6445,0
136.0135,0
136.3698,0
136.7378,0
136.883,0
137.0526,0
137.4235,0
137.7669,0
138.1261,0
138.2624,0
138.4401,0
138.7938,0
139.1505,0
139.5538,0
139.6624,0
139.854,0
140.2243,0
140.562,0
140.9039,0
141.0443,0
141.2159,0
141.4035,0
141.6079,0
141.9335,0
142.3047,0
142.4595,0
142.6281,0
143.0175,0
143.371,0
143.7094,0
143.8665,0
144.036,0
144.3903,0
144.7605,0
145.1243,0
145.2619,0
145.4545,0
145.7923,0
146.1535,0
146.5232,0
146.6637,0
146.835,0
147.2056,0
147.5617,0
147.9163,0
148.0309,0
148.2201,0
148.5913,0
148.9437,0
149.3008,0
149.4403,0
149.6381,0
149.9806,0
150.3655,0
150.7018,0
150.8594,0
151.0502,0
151.3882,0
151.7586,0
152.1048,0
152.2494,0
152.4173,0
152.6078,0
152.8037,0
153.1773,0
153.5348,0
153.8714,0
154.2428,0
154.3804,0
154.7327,0
154.9106,0
155.2638,0
155.5695,0
155.9316,0
156.3057,0
156.6315,0
156.9871,0
157.0184,0
